review,sentiment
"This production is an insult to the Stooges, especially Moe. It is inaccurate and poorly acted. Many of the events depicted just didn't happen that way and too much was left out or skipped over. Read the books written by Moe and his daughter Joan instead. This was a waste of time.",negative
"""Showtime"" falls somewhere north of what some critics have been saying, and a little south of what I expected months ago when I first heard about Eddie Murphy and Robert Di Niro teaming up for a comedy. Overall, it was pretty good! As ""real life"" crime or cops go-- and plot, for that matter-- it is pretty illogical, but DUH--- this is a comedy. Also, while the special effects, chases, aerial shots, and skyscrapers blowing up were present but lower key than a Schwartzenegger movie, I found it a bit tiresome and overdone. 9/11 sensibilities aside, for myself, all that pyro-techno hyper-effect stuff had been getting really old these past few years. It seemed a lame substitute for characterization, story, and engaging emotions. I hope the lesser quantity of it in ""Showtime"" is an indicator of a trend in Hollywood. A trend downwards, of less use of the silly, less use of the exploding building.<br /><br />Di Niro and Murphy are two of my favorites. Their screen presence and charisma-- and even their character depth-- have been ""a joy to behold"" for many years. That can't be dismissed here--- they are engaging actors, and entertaining and appealing in this movie. I can't put my finger on it, but perhaps the explosions, the excessive FX, and all of that diminished the final product??? Perhaps, or perhaps it was something else, or a combination of factors that gives one the sense that the movie didn't achieve its highest potential. Whatever it was, ""Showtime"" was entertaining-- I probably will buy the DVD when it comes out-- but I had the vibe that it nonetheless wasn't all it could have been. At least not all I had hoped for.<br /><br />Very good movie, but not a great movie. I gave it an 8 out of 10.",positive
"There is a reason to call this a teen flick. Out of 100 possible points I would put it somewhere in the teens. It is predictable, the acting is horrible, especially the minor roles, and above all else it is super predictable. The ending is so hokey that I should have left early and maybe it would have passed. By the way, could you call the male lead a pervert? I bet if it really happened, someone in my school district would have said so. Finally, in the school I grew up in, even though the average class had over 1000 students, we could have picked out a chump like Josie as being a fraud and we would have singled her out of the crowd. My final word is save your time, when it comes on TV watch something better, like the stock quotes.",negative
"Even though it has one of the standard ""Revenge Price Plots,"" this film is my favorite of Vincent Price's work. Gallico has that quality that is missing in so many horror film characters- likeability. When you watch it, you feel for him, you feel his frustration, the injustices against him, and you cheer him on when he goes for vengeance, even though he frightens you a little with his original fury. As the film goes on, his character becomes tragic. He's committed his murder, but now he must kill to cover that up. And again to cover that one up. And again... your stomach sinks with his soul as it goes down its spiral- like watching a beloved brother turn into a hood. Even if the revenge story is of old, the plot devices themselves are original- Gallico uses his tricks to kill in more and more inventive ways. A shame this one isn't available for home veiwing.",positive
"This is the only movie that my wife and I have ever walked out on. Totally sucked. We saw it in Omaha even. Not funny at all, looks like a 14 year old kid wrote the humor. I can't believe these real politicians were actually in the movie. awful.",negative
"Blonde and Blonder has Pamela Anderson and Denise Richards in almost every scene and if you want more from a movie you're being utterly unreasonable. It feels like a late era Carry On, when the series was no longer blazing trails, but was still more funny than not, think Behind or England and you won't be too far off the mark. Pamela and Denise are bubbly, charming and clearly aware this isn't a masterpiece they're making, although you can give me it over lots of things I'm told to like. The supporting cast are energetic, even if some of them aren't particularly good; I can't see a couple of duff turns in a movie that's already practically forgotten making much difference to anything, so just smile. I really do think Blonde and Blonder is ace and I hope you hate me for it.",positive
"I'll be honest with yall, I was a junior in high school when this sitcom first aired on ABC I didn't think I would like it at all. But with John Ritter in it i felt that it had a little potential in it, plus their was something else with it I liked. The acting was great, not a lot of horrible 2nd rated comedy lines, John Ritter always brings his A game when it comes to comedy . This was a great show to watch, and I'll tell you why it was a great show. My father who never watches sitcoms at all, he just watches movies, sports, and law & order, he actually sat down with my 3 brothers and 2 sisters, my mother, and myself, and watched the show I think because John Ritter was in it. I honestly think this show would still be running if John Ritter God rest his soul i wish he hadn't passed away.",positive
"This is superb - the acting wonderful, sets, clothes, music - but most of all the story itself.<br /><br />I am amazed there aren't more reviews of this movie - certainly one of the best of the 1980s.<br /><br />It's also a wonderful movie to see in tandem with the great ""Random Harvest"" which has much the same opening crisis <br /><br />-- a middle aged, unknown English W.W.I officer is in a hospital toward the close of the war, suffering from shell shock and complete amnesia without any idea of his name, origin, or anywhere he belongs - he proves to be a very wealthy established man - when he ""recovers"", he will not remember the years before the war -- <br /><br />But there the movies' resemblances end.<br /><br />My warmest thanks to all who participated in the movie - particularly the actors Ian Holm, Alan Bates, Ann Margret (what a great and surprising casting choice), Glenda Jackson, Julie Christie.<br /><br />This one stays with you forever.",positive
"This is the best Emma in existence in my opinion. Having seen the other version (1996) which is also good, and read the book, I think I can safely say with confidence that this is the true interpretation and is the most faithful to Jane Austen's masterpiece. The 1996 movie with G. Paltrow is good too, it's just that it's almost like a different story altogether. It's very light and fluffy, you don't see the darker edges of the characters and if you just want a pleasant movie, that one would do fine but the intricacies of some of the plot points, such as the Churchill/Fairfax entanglement is so much glossed over as to be virtually non-existent. But if you want the characters fleshed out a bit, more real and multidimensional, the 1996 TV version is the superior. Emma is a remarkable person, but she is flawed. Kate Beckinsale is masterful at showing the little quirks of the character. You see her look casually disgusted at some of the more simple conversation of Harriet Smith, yet she shows no remorse for having ruined Harriet's proposal until that action has the effect of ruining her own marital happiness at the ending. You see her narcissism and it mirrors Frank Churchill's in that they would do harm to others to achieve their own aims. For Emma, it was playing matchmaker and having a new friend to while away the time with after having suffered the loss of her governess to marriage. For Frank Churchill, it is securing the promise of the woman he loves while treating her and others abominably to keep the secret. In the book, she realizes all of this in a crushing awakening to all the blunders she has made. Both Kate Beckinsale and Gyneth Paltrow are convincing in their remorse but Paltrow's is more childlike and stagnant while Beckinsale's awakening is rather real and serious and you see the transition from child-like, selfish behavior to kind and thoughtful adult. Both versions are very good but I prefer this one.",positive
"This third Darkman was definitely better than the second one, but still far worse than the original movie. What made this one better than D2 was the fact that The Bad Guy had been changed and Durant was not brought back again. Furthermore there was actually some hint of character development when it came to the bad guy's family and Darkman himself. This made my heart soften and I gave this flick as much as 4/10, i.e. **/*****.",negative
"Mild SPOILERS contained herein. I'm spoiling this film to save you the trouble of having to watch it. <br /><br />Jet Li's movies fall into one of two categories: Shaolin period movies and movies set in modern-day Hong Kong revolving around Triads or Triad like organizations. Each genre has its best and worst films. `Twin Warriors' is Jet Li's best Shaolin era flick while `The Evil Cult' is his worst. `Fist of Legend' while in the recent past is the best `modern era' Jet Li movie. `Black Mask' without a doubt is the worst.<br /><br />Jet Li plays a self-exiled mercenary who received an injection that gives him superhuman ability, but shortens his life span. In his `new life' in exile he plays a pacifist librarian. When his old mercenary squad goes on a rampage, Jet Li becomes a vigilante determined to stop them. He dons a very silly corrugated cardboard mask so as to conceal his identity from the police (and public) as a librarian, as well as to conceal his true identity to his ex-comrades in arms.<br /><br />The version I saw was dubbed, and horribly at that. Why does Jet Li capture and hold hostage his library co-worker if he's a pacifist? Is there a love story between them? Why does the police chief not care when he learns of the Black Mask's true identity? The plot is just plain BAD. Bad by way of the superhero cheesiness, bad in the sense that characters are never properly developed, bad in its character interactions, all topped off by a half-explained story I quickly lost interest in. <br /><br />The action and martial arts sequences are way over the top. Lots of blood, gore (severed body parts aplenty), explosions, and Matrix style superhuman martial arts fiascos are present in the film. Unfortunately this is the films best and only selling point. If you want to see Jet Li playing a vigilante superhero in a Mission Impossible style movie `Black Mask' delivers. For the rest of us Jet Li fans it is a true disappointment. This is one of those movies where Jet Li never gets to be Jet Li: he gets neither the chance to charm us with his charisma, nor a chance to impress us with his impressive yet realistic martial arts ability. <br /><br />Normally a Chinese knockoff of Ozzy Osbourne would be enough to engross me in a film, sadly `Black Mask' proved to be an exception to that rule. Indeed the antagonist of this movie, by the way he dresses, his long straight hair, and trademark round sunglasses looks like the modern and aged Ozzy Osbourne. However the villain isn't on-screen long enough to make the gimmick worthwhile. I am assuming the likeness to Ozzy was intentional; in addition to the villain's look, he also ran a satanic looking hideout. So much more could have been made from the Ozzy Osbourne villain gimmick! If only the writer, director, or ANYONE had bothered to give a background to and develop the character of the film's arch villain!<br /><br />`Black Mask' was the first Jet Li film released on video in the USA after Lethal Weapon 4, and I'm glad I stayed away from it until now. It may well have ruined my whole perception of Jet Li as a martial artist and actor. If you want to see Jet Li at his worst, rent `Black Mask' and `The Evil Cult' and make it a double feature or horror, both intentional and unintentional. Otherwise stick to moves that utilize the talents of Jet Li, and have plots that are semi-well thought out and plausible. 3/9 stars.",negative
"If I had never seen the first Road House, then I guess this movie might get one more star, but even then that makes it a 3 star movie. For that matter I was really surprised as to the relatively high rating it currently has.<br /><br />In reality, I was not able to finish this movie, as it was painful. Where it went wrong (at least the most obvious way) is that it pretty much parallels the original exactly even though the original plot is still referenced. This doesn't really make sense and doesn't work. Also, the acting is weak...I never felt like I was into the movie yet I felt like I was watching people act. Even good actors like Busey don't work out, probably due to the screenplay or maybe the awkward editing. The strangest thing is that the movie feels like a mid 90's B movie, yet is made in 06. I am not sure as to why, but then again, this often seems to happen with sequels for some reason. The music, the look, and the whole overall feel reminds me of movies you saw 10 years ago on Cinemax late at night. The strangest thing of all is that I am also expecting Ja Rule to come in at some point...often it reminds me of more current movies with rappers as actors.<br /><br />The most irritating thing is love interest girl who's character seems like a total rip off of the Lois Lane character on Smallville which is also quite annoying. And lets not forget the fakest sounding ""southern accents"" I have heard since Walk the Line. I realize this is common place in movies, but no accent at all would work better than attempting to sound like you are from that universal hick place on TV where anyone from any southern state (or KY and WV) sound exactly the same. Sure, people in desert towns in AZ sound just like people in Southeastern states 2000+ miles away. That was wearing thin 10 years ago in the B movies where technique came from. Why do writers / directors make such decisions? <br /><br />Bottom line: I would truly not recommend this if you are a fan of Road House or if you like good movies. Also, if you have not seen it yet, don't spoil it by seeing this version first. The original Road House was one of those accidental classics that people love and watch over and over. It was an unexpected success like American Graffiti, Dazed and Confused, and more recently Office Space, Fast and Furious (only the first one!), and Napolean Dynamite. Why did they spoil it!!!???<br /><br />They should have never made a sequel to Road House other than a high budget version with the right actors / director. Sure, you can never top the original (ex: Bad News Bears, The Longest Yard, etc.), but at least if you can do it right it will be presentable as is the case with the examples I mentioned. But to make a low budget, off-network, self production of Road House is criminal.",negative
"THE RUNNING MAN, along with TOTAL RECALL, is my favorite Schwarzenegger movie. No, this isn't 2001, but it's not meant to be. And the acting and script here isn't even up to par with other Arnie movies like PREDATOR or THE TERMINATOR. But I submit that the IDEA behind this movie is one of the coolest ever to hit the big screen. A state-sponsored game show in which criminals convicted of serious crimes compete against ""heroic"" stalkers armed with all kinds of weapons (the runners are equipped with none) in order to satisfy the public's lust for sport and blood. The ultimate prize for a winning runner: freedom. Or so the rules claim.<br /><br />For a movie with such over-the-top gory death scenes and cheesy one-liners, it really does have a lot to say. Someone else has pointed out all the commentary on culture/government presented in this movie, so I won't go into it here. Suffice it to say that if you can look beyond the seemingly silly feel of the movie, you will enjoy it very much (especially if you're a big SF fan with a lot of imagination). Like I said, it's not trying to be a serious art film, but it IS surprisingly layered for a 80s shoot-em-up flick. The premise is borrowed from a Richard Bachman (aka Stephen King) short novel, but diverges fairly strongly from its source material, especially towards the end. (The book ends rather nihilistically; needless to say this movie doesn't.) I enjoyed both, but I like the movie better.<br /><br />My favorite line: ""Guess it's caused from steroids.""",positive
"This depiction of forlorn Japanese forces in the Philipines is a tour de force in the utter meaninglessness of war. It is an effective representation of Japanese pacifist views after WW II. In the movie, Japanese soldiers have been left to fend for themselves in the jungles of the Philipines. Faced with impending starvation they resort to cannibalism and gradually lose what little humanity they have left. To call this film depressing would be something of an understatement. The viewer is left with an utterly despairing sense of life's lost value in modern combat. The final scene is almost too nihilistic but the film is a worthy statement none-the-less. Highly recommended.",positive
"Nothing but the director's juvenile fantasy come to life. This 'movie' is nothing more than an excuse for the director/actor to play kissy face with an attractive young woman who would otherwise never give him the time of day.<br /><br />The plot is simple, the direction is nonexistent and the movie drags while the actor/director/writer/narrator narrates. Don't be fooled by the 'X' rating, there is no nudity and minimal gore.",negative
"The only redeeming feature of this movie is Steve Carell. Like John Wayne, I've never seen Steve Carell stretch too far as an actor, but it doesn't matter. He always plays his one role perfectly.<br /><br />As Marty Feldman once said, comedy must have internal consistency. You can have 4 men on stage sitting in garbage cans, and that's fine, but if you bring a fifth man on stage who isn't in a garbage can, you must then explain to the audience why he is not also in a garbage can.<br /><br />Why doesn't Evan accept his role as a messenger of God? Why, when he does accept it, is he so profoundly embarrassed by it? Why isn't anyone more impressed with the way that animals follow Evan around (they are explained away by the unthinking doubters as ""trained animals"" possibly from a circus). There's a terrible flood at the end, and most everyone we see hops on the ark and is saved, but surely thousands of people would have been killed by the flood; there is no post-disaster emotional atmosphere at the end. Instead, most of congress has finally seen the light and is about to prosecute the lone incorrigibly bad congressman for ""profiteering"".<br /><br />I gotta admit: I also liked the fish in the aquarium reacting to the presence of Evan.",negative
"My 15 year old daughter asked me to watch this movie with her on Cable TV. As someone who saw Revenge of The Nerds in a movie theater, I found this movie to be an extremely predictable remake of it. The Nerds were simply replaced by Dorks. I drove her crazy by being able to predict precisely what would happen in each scene. The cast was cute, especially Amanda Bynes.<br /><br />Screenwriter Chad Creasey should be ashamed for writing such an obvious remake of an early 1980's flick. The title should have simply been ""Revenge of The Dorks."" Perhaps the sequel will be Revenge of the Dorks 2.",negative
"When I was 11, Grease 2 was like crack. It was a classless, shameful, euphoric, and powerfully addictive experience. My sister and I would watch it, rewind it, and watch it over again and again and again until we passed out or became too confused and hostile to stand one another. So, if you are an 11-year old girl, and you reviewed this film as ""brilliant"" or ""fun"" or ""better than the original Grease,"" you have your fledgling adolescent hormones to blame and you can rest assured that this unyielding fixation with utter rubbish will pass.<br /><br />If, however, you are not a little girl, you have absolutely no excuse to suggest that Grease 2 was anything but an inane, artless, slipshod embarrassment for all who participated in its production, distribution, and/or consumption.<br /><br />For the sake of criticism, I will dignify the film now by explaining why it blows <br /><br />1. In a well-executed musical, the songs should advance the narrative or develop the characters. In Grease 2, with a few debatable exceptions, to the music is obscenely pointless. Most of the songs appear to relate gimped innuendo about sex in an excessive and general way (""Score Tonight,"" ""Reproduction,"" ""Do It For Our Country,"" and ""Prowlin'"") without making one concrete statement about any of the film's characters or themes. Plus, all of the music is uncomfortably stupid and no one in the cast demonstrates even the crudest semblance of an ability to sing or dance.<br /><br />2. The T-birds should be badass, and if not at least somewhat likable, but instead each of them is an annoying wussy-dufus-loser. In the end, when Johnny Nogerelli offers Michael the sacred T-bird jacket and initiates him into the gang, Michael should kick it to the ground, spit on it, and duck away to fervently scrub any part of his body that was touched by it. But of course, he accepts it as if it is gold because despite the fact that they are a bunch of bumbling meatheads, there is no greater honor than to be one with the T-birds. <br /><br />3. Since Michael is beautiful, smart, kind, resourceful, and above average in everyway (his musical impotence notwithstanding), it is feasible that Stephanie would ultimately embrace him when he reveals himself to be the man behind the mask. Stephanie, on the other hand, is a slovenly, slack-jawed, bubble gum smacking, dirty sweatshirt wearing, gracelessly rude and trashy dingbat. So aside from being pretty (I guess), she harbors no likable characteristics, thus, audiences are given no justification whatsoever for the depth of Michael's attraction to her.<br /><br />I could go on and on, but I didn't want to mention the gross inferiority to its predecessor since there are apparently so many cranks out there who seem to feel that such a comparison is unfair. I will say this though, to those of you who think you want to revisit this mess for old time's sake: Grease 2 is an experience akin to re-living your first kiss. Only you are 32 now and kissing a snot-nosed 13-year old kid with acne and slobby braces. The magic is gone and you are left feeling dirty and disturbed. Trust me.",negative
"I've watched a lot of television in my 51 years, but I've never had so much fun week after week, as I had watching Oz. The acting by the entire cast was excellent. The writing was just perfect, with every character remaining consistent throughout the six year run. I also enjoyed the mayhem and the ultra-violence. It may sound odd, but it was at times, comical finding out how one of the characters would eventually end up dead. I particularly enjoyed the true romance and love between Beecher and Keller. Those two men really knew how to throw down, in every way possible. I truly hope that HBO will continue to show us re-runs of this great show FOREVER! I've watched every episode at least 4 times yet I still look forward to Tuesday and Thursday nights at 11 p.m. for an episode of this fun and very entertaining show.",positive
"After his classic film noir homage Chinatown Roman Polanski returned to the themes that had given him his greatest hits in the 60s with this creepy psychological horror which, like Repulsion and Rosemary's Baby, deals with the paranoia and claustrophobia generated by apartment living.<br /><br />Claustrophobic environments are the ones which Polanski is best at creating, and this has to be the most suffocating and confined picture he ever created. The emphasis on side walls and distant vanishing points is greater than ever, and even in the small number of exterior scenes the sky is rarely glimpsed. But The Tenant is not just confined spatially, but also in the intensity with which it focuses on its protagonist. Trelkovsky, played by Polanski himself is not only in every scene, he is in virtually every shot. When he is not on screen more often than not the camera becomes Trelkovsky's point of view. And of course almost everywhere he looks he sees his own reflection staring back at him in a mirror.<br /><br />I can't think of any film that is more about the internalisation and solitude of one character. Some psychological thrillers, like M or Peeping Tom, manipulate us into feeling sorry for the mentally ill protagonist. Others, like Psycho, attempt in-depth scientific analysis of his mental condition. The Tenant fits into neither of these categories  it simply immerses us completely inside Trelkovsky's experience without demanding we actually understand or appreciate what is going on inside his head. We feel his paranoia and obsession even though it is constantly revealed to us that they are irrational.<br /><br />Polanski was also a master of the slowly unfolding horror film. Often in his horrors there is an ambiguity as to whether there is actually anything sinister going on, but they are among the most effective at frightening audiences. Why? Precisely because they unfold so slowly and invest so much time in painstakingly setting up situations that they immerse the viewer in paranoia. A much later Polanski horror, The Ninth Gate is a bit of a mess plot-wise but at least it still manages to achieve that creeping sense of dread.<br /><br />This is a rare chance to see Polanski himself in a major role. His talent in front of the camera was as good as behind it, and he is absolutely perfect as the meek Trelkovsky. Another standout performance is that of the all-too-often overlooked Shelley Winters as the concierge. In actual fact it is rather a stellar cast, although many of the familiar faces look out of place in this strange, Gothic European movie. Also sadly many of the French actors in supporting roles are atrociously dubbed in the English language version.<br /><br />The Tenant is more polished and less pretentious than Repulsion, but it lacks the suspense and the character that make Rosemary's Baby so engrossing and entertaining. The Tenant is good, with no major flaws, and Polanski was really on top form as a director, but it's not among his most gripping works.",positive
"The Haunting is a film that boasts a really creepy house, good effects work and sound work, a cast that seems to believe that everything around them is real and that house. There are scenes that make you jump, and the sinister aspects of what went on at Hill House in the past, I found interesting. There are genuinely creepy moments in the film and I liked the way the ghosts manifested themselves in sheets, curtains and the house itself. Jerry Goldsmith's score gave it the right atmosphere and the sound design had voices popping up around you. What I wish could've happened is for something a little more intense. Jan De Bont had a PG-13 rating to contend with and I think that he held back a little too much. Poltergeist scared me silly when I saw it many years ago, and it still holds up. The Haunting could've used a few more scenes of pure terror. The ending was for me, a little anticlimactic. Overall, I enjoyed it. The acting is good and there are moments that make you jump. I just wish it scared me more.",positive
"After watching about half of this movie I noticed something peculiar ... I found myself constantly switching through tv-channels to see what else is on - not exactly a good movie trait.<br /><br />This movie is listed as being in a number of genres, and I must say it mostly failed misserably in every one of them. 80% through the movie I switched over to watch an old rerun instead. Bottom line - the whole movie felt as if the ones making it didn't exactly know what to make and ended up in a concoction with no discernable taste.",negative
"I don't understand the low 5.7 rating on this film. It's a delight for people who like a strong suspense plot and dark atmospherics. The tone is reminiscent of Midnight in the Garden of Good and Evil, down to the locale (Savannah). The acting is strong, and I was amazed at the verisimilitude of Kenneth Branagh's southern accent. Famke Jansen is great, Robert Duval is effective in a small part, and Embeth Davitz is the BOMB. Great full nude scene of her,too.<br /><br />The plot is fairly standard but effectively executed.",positive
"Let me say this about Edward D. Wood Jr. He had a passion for his work that I wish more people did have. If we all had the optimism and the commanding hope of Ed Wood, the world would probably be a much better place. Being familiar with Ed Wood's story and having seen the most wonderful biopic ""Ed Wood"" (1994) several times, I admire his boldness and his strives for the job he loved; I still admire his never-say-die attitude. He had a love for directing that I wish more people in modern-day Hollywood had.<br /><br />But that doesn't make his movies any more fun to watch. And ""Glen or Glenda,"" his first and most confessional film, is probably his very worst.<br /><br />""Glen or Glenda"" is a deadening cult movie about a cross-dresser named Glen (played by director/writer Ed Wood himself) who despite his love for his fiancée Barbara (Dolores Fuller), cannot seem to conquer his lust for transvestitism, in which he dresses in women's clothing and a wig and thus becomes...Glenda! Glen/Glenda's story is narrated by a doctor and he too is talked and watched over by a mysterious character called ""The Scientist"" played by veteran horror star Bela Lugosi. Oh, and there's also some sub-story about an Alan/Anne character who becomes a transsexual based on the Christine Jorgenson story, upon whom this movie originally titled ""I Changed My Sex!"" was previously to be based.<br /><br />Have I dropped your jaw yet? Well, as much as I want to warn you off this picture if you've never seen it, I would never tell a lie about a movie and there is not one word of falsehood in that plot synopsis I just gave you. Every thing in it is true. This is a movie about cross-dressers and transsexuals, a topic that does not sound very appealing to begin with and is not done in a very appealing manner. I'm sure that with a good screenplay, and a good director (it had neither) that ""Glen or Glenda,"" despite the subject matter, could have been a very moving picture. It is a confessional movie on Wood's part, as he was a transvestite in real life as well as on screen. But once again, that does not make it a good movie...or a watchable one for that matter. ""Glen or Glenda"" is a jumbled, disorganized mess of a movie that sinks into new trenches in the realm of bad cinema. It makes no more sense than does its notoriously silly scene where Bela Lugosi screams ""Pull the string!"" over inexplicable footage of stampeding bison. The majority of the movie is narrated in a monotonous voice, reminding me of some very bad short informative films I've seen before. It's like one of those really bad short films expanded into a seventy-minute feature and twice as dull. We sit there for ages waiting for the plot that never comes. There is no real attempt to even build energy with the camera being locked down in one position for many grueling minutes and long stretches of time where nothing at all happens. The only moments that are worth anybody's time are those of Bela Lugosi who manages to bring some light into these dark trenches. I guess Lugosi is supposed to be like the deity of the film, but personally, I couldn't care less who or what he's supposed to be. I'll tell you what he was: A gifted actor who wound up making trash. But he and Wood were very good friends and liked working with each other, so good for him.<br /><br />I will always admire Edward D. Wood Jr. for his passion for the cinema, but I will never as long as I live admire his movies. A film critic once called Ed Wood's movies ""innocent fun"" but I think even that is questionable. Innocent? Yes. Fun? No, sir. And if ""Citizen Kane"" is the Mount Everest of the cinematic world, then ""Glen or Glenda"" is probably the Mariana Trench.",negative
"I love Jane Austen's stories. I've only read two of them (P&P and S&S), but after having seen this adaption, I'm reaching for ""Persuasion"" from my bookcase just to make sense out of the story, and also, because I refusing to believe Jane Austen could have written such nonsense. For me, I thought that if you base a film on a Jane Austen novel, you can't really go wrong. It will turn out great pretty much by default. I was wrong.<br /><br />First of all, where are the characters that you sympathise with and like? You have to have at least one likable character to get the audience to invest their emotions in them, and this did not deliver. Sure, I wanted Anne and Wentworth to get together, but only because that's what you know the purpose of the story is, them getting together. Instead, I had to resist urges to throw my teacup at the TV and to continue watching it to the end.<br /><br />Anne was utterly annoying throughout, and in the end, I really have no idea why Wentworth was so smitten by her, as there seemed to be nothing there for him to be attracted to. She was meek, bland, dull, socially inadequate and came across like a sheep following everyone else's instructions rather than having a mind of her own. This can still work for a lead character, if you do it well. This wasn't done well.<br /><br />The other characters were just displaying various degrees of narcissism, of which Mary was the worst, with a full-blown narcissistic personality disorder. Where Mrs. Bennet in P&P had similar flaws, she was still endearing, whereas Mary was more of a freak-show. More loathsome than funny.<br /><br />Wentworth was very handsome and seemed like a decent kind of guy. For the most part of the story, I was just wondering what kind of person he was and why he's in love with Anne, as surely, he's the kind of guy who would want a person who is a little bit more... alive? Acting-wise, not too much to say, as I reacted more to the characters being portrayed rather than how good/bad the people acting were. Anthony Head was excellent, but as soon as I saw he was in it, I expected no less.<br /><br />Also found the story very confusing. It wasn't until the end of the movie where it seemed as if Elizabeth was not Anne's stepmother, but in fact a sister (I'm still not 100% on that). The whole Anne/Wentworth back story was also a bit fuzzy. They had been together but then broke up and they're both bitter about it? How come? I was wondering this for quite some time, and the explanation seemed to be she dumped him because she was persuaded to do so by someone? But it was said in a kind of ""by the by"" way that it was almost missed, as if it was somehow unimportant. How can it be unimportant when it's the very core of the story?? There was also a lot of name-dropping, but no real feel for who the characters were. This Louisa person for instance, who was she? A friend? Family? What? It wasn't made very clear who the different characters are and their relationship with one another. Lady Russell was there a lot, but why? Mrs. Croft and Wentworth were brother and sister, which felt very unrealistic as Mrs. Croft looked old enough to be his mother.<br /><br />The final kiss, yes it was a bit strange them kissing in the street, but I didn't really think about it, because I was too busy yelling ""GET ON WITH IT ALREADY!!"" at the TV, because Anne's lips trembled and trembled and trembled for what felt like ages before they actually met Wentworth's. Have SOME hesitation there, but only for a couple of seconds or so, not half a minute.<br /><br />Then there's the issue of camera work. As a regular movie watcher, you don't pay attention to angles and such unless you decide to look out for it. I didn't decide to do so here, but I still noticed them. To me, that means the filmmakers are not doing a good job. A lot of conversations were with extreme facial closeups, something that should only be used when there's a really important point to be made. In this adaption, it was over-used and therefore lacked meaning. The hand-held feeling on occasion also didn't really work in a period drama. The camera work in the running scene in the end also felt too contemporary. (Not to mention the running itself.) This was the only Austen adaption I caught in ITV's Austen season. Makes me wonder if it's worth watching ""Northanger Abbey"" and ""Mansfield Park"" or if I should just read the books and leave it at that. I'm sad to say, this is a Jane Austen adaption I did not enjoy. Maybe I'll watch the 1995 version instead. The BBC are renowned for having done beautiful Austen adaptations before, after all.",negative
"Clearly my rating for this is not to suggest it compares with the classy horrors of the likes of Argento but with other 70s low budget, drive in fare and in that department it truly is a classic. The lack of money shows, (Does anyone care too much?) the acting is adequate rather than professional, (Does that make it more realistic?) but unlike so many other movies, and not just low budget ones, this does not drag for a moment. Crap it may be but non stop crap, in your face crap and although inevitably a bit campy at times, this is a must see for anyone who has any idea what I'm talking about. At times quite delirious, this crazy little film filled out with crazy characters is clearly made for fun and fun indeed it is to watch.",positive
"Incarcerated train robber near Yuma breaks free his chain-gang and heads for the retired sheriff responsible for killing his wife (as well as a hidden stash of gold which remains hidden thanks to the screenwriter). Attempt to bring the western genre up-to-date with 1970s-style violence and brutality isn't even in the same league as some of the new-fangled westerns which came out of the late-'60s. It is impossibly simple and square, with the female characters merely around as punching-bags and possible rape victims. As the former sheriff back in command, Charlton Heston gives one of his laziest, least-inspired performances ever (he has one good moment, attempting to read a letter and fumbling for his glasses). James Coburn, as the half-mad half-breed, is pretty much on auto-pilot as well, but Coburn has a way of turning even the hoariest dialogue and situations into something prickly and unnerving. It's his show all the way. *1/2 from ****",negative
"Nominated for the oscar ""worst script ever"" in my opinion. There's no decent story, rediculous acting, VERY lousy humor. By every means possible, if you have little self respect please don't waste your time seeing this movie. Although u can see the actors CAN act, it leaves you dumber after watching it. Precious braincells are being killed watching this crap...<br /><br />i warned u<br /><br />DON'T SEE THIS MOVIE",negative
"Maybe it's just a personal affection for this screen version of the Mika Waltari novel, or a fondness for things Egyptian (I grew up loving to visit the mummies in Boston's Museum of Fine Arts) but I think Maltin is a tad tough on this rather good film. The production values are great regarding color and cinematography, and it appears some effort went into historical authenticity (much of it from the novel, I'm sure). Purdom is admittedly a bit stiff in the lead role, but one can accept this as part of Sinuhe's character. Victor Mature is, well, Victor Mature. Peter Ustinov is a delight to watch in this type of role, which he always did so well and so wittily. Bella Darvi's performance as Nefer is classically camp, and I find even Michael Wilding's rather dry portrayal of Akenaten to have its own appeal.<br /><br />The historical oddity of Akenaten's monotheism, a brief detour in ancient Egypt's theological history, is interesting, as is Akenaten himself, and well worth reading about; the religious wars portrayed here have a basis in fact.<br /><br />An interesting footnote regarding Darvi, whose birth name was Bayla Wegier: she was a Polish emigre who producer Darryl Zanuck and his wife Violet took under their wing (I believe they may even have adopted her). Her screen name Darvi is formed from Zannuck's and his wife's first names. She continued her acting career in France, but never achieved great success and, after a rather unhappy life, died at her own hand in 1971.<br /><br />Altogether this is an interesting film and enjoyable to watch for the visual values alone. American Movie Classics shows this occasionally in letterbox, which is essential to capturing the scope and sweep of the story.",positive
"Fascinating downer about a would-be male hustler in New York City forced to live in a condemned building with a crippled con-man. Extremely bleak examination of modern-day moral and social decline, extremely well-directed by John Schlesinger (who never topped his work here) and superbly acted by Jon Voight and Dustin Hoffman. Packs quite a punch overall, yet the ""fantasy"" scenes--some of which are played for a chuckle--are mildly intrusive, as is the ""mod"" drug party. The relationship that develops between the two men is sentimental, yet the filmmakers are careful not to get mushy, and this gives the picture an edge it might not have had with a lesser director than Schlesinger. Originally X-rated in 1969, and the winner of the Best Picture Oscar; screenwriter Waldo Salt (who adapted James Leo Herilhy's book) and Schlesinger also won statues. ***1/2 from ****",positive
